date,Produit,Production_tonnes
1992-01-01,Haricots verts,10000.0
1993-01-01,Haricots verts,14000.0
1994-01-01,Haricots verts,17000.0
1995-01-01,Haricots verts,20000.0
1996-01-01,Haricots verts,22000.0
1997-01-01,Haricots verts,25000.0
1998-01-01,Haricots verts,27000.0
1999-01-01,Haricots verts,35000.0
2000-01-01,Haricots verts,37000.0
2001-01-01,Haricots verts,40000.0
2002-01-01,Haricots verts,52600.0
2003-01-01,Haricots verts,90000.0
2004-01-01,Haricots verts,100000.0
2005-01-01,Haricots verts,110000.0
2006-01-01,Haricots verts,220000.0
2007-01-01,Haricots verts,186985.0
2008-01-01,Haricots verts,182180.0
2009-01-01,Haricots verts,190000.0
2010-01-01,Haricots verts,214031.0
2011-01-01,Haricots verts,120612.0
2012-01-01,Haricots verts,133744.0
2013-01-01,Haricots verts,154663.0
2014-01-01,Haricots verts,148110.0
2015-01-01,Haricots verts,145661.2
2016-01-01,Haricots verts,141629.0
2017-01-01,Haricots verts,169067.0
2018-01-01,Haricots verts,156016.5
2019-01-01,Haricots verts,119926.6
2020-01-01,Haricots verts,109432.5
2021-01-01,Haricots verts,127520.0
2022-01-01,Haricots verts,199642.0
2023-01-01,Haricots verts,197570.0
1961-01-01,Maïs,130000.0
1962-01-01,Maïs,420000.0
1963-01-01,Maïs,480000.0
1964-01-01,Maïs,400000.0
1965-01-01,Maïs,330000.0
1966-01-01,Maïs,218500.0
1967-01-01,Maïs,356500.0
1968-01-01,Maïs,380000.0
1969-01-01,Maïs,430000.0
1970-01-01,Maïs,319600.0
1971-01-01,Maïs,389900.0
1972-01-01,Maïs,367580.0
1973-01-01,Maïs,217300.0
1974-01-01,Maïs,389000.0
1975-01-01,Maïs,370700.0
1976-01-01,Maïs,492500.0
1977-01-01,Maïs,184270.0
1978-01-01,Maïs,390360.0
1979-01-01,Maïs,311620.0
1980-01-01,Maïs,332700.0
1981-01-01,Maïs,90000.0
1982-01-01,Maïs,246890.0
1983-01-01,Maïs,258360.0
1984-01-01,Maïs,263960.0
1985-01-01,Maïs,321000.0
1986-01-01,Maïs,306760.0
1987-01-01,Maïs,240000.0
1988-01-01,Maïs,357990.0
1989-01-01,Maïs,402840.0
1990-01-01,Maïs,435620.0
1991-01-01,Maïs,335040.0
1992-01-01,Maïs,215600.0
1993-01-01,Maïs,92320.0
1994-01-01,Maïs,202610.0
1995-01-01,Maïs,50490.0
1996-01-01,Maïs,235090.0
1997-01-01,Maïs,374460.0
1998-01-01,Maïs,200500.0
1999-01-01,Maïs,136380.0
2000-01-01,Maïs,95000.0
2001-01-01,Maïs,53560.0
2002-01-01,Maïs,198880.0
2003-01-01,Maïs,138580.0
2004-01-01,Maïs,224130.0
2005-01-01,Maïs,50120.0
2006-01-01,Maïs,297380.0
2007-01-01,Maïs,94860.0
2008-01-01,Maïs,120950.0
2009-01-01,Maïs,204520.0
2010-01-01,Maïs,279150.0
2011-01-01,Maïs,221298.0
2012-01-01,Maïs,90221.0
2013-01-01,Maïs,118135.85
2014-01-01,Maïs,97378.9
2015-01-01,Maïs,95031.65
2016-01-01,Maïs,128762.7
2017-01-01,Maïs,122398.73
2018-01-01,Maïs,118392.0
2019-01-01,Maïs,40490.8
2020-01-01,Maïs,29887.8
2021-01-01,Maïs,48637.3
2022-01-01,Maïs,35783.2
2023-01-01,Maïs,60093.9
1961-01-01,Miel naturel,2000.0
1962-01-01,Miel naturel,2000.0
1963-01-01,Miel naturel,2000.0
1964-01-01,Miel naturel,2000.0
1965-01-01,Miel naturel,1500.0
1966-01-01,Miel naturel,650.0
1967-01-01,Miel naturel,1000.0
1968-01-01,Miel naturel,1200.0
1969-01-01,Miel naturel,1300.0
1970-01-01,Miel naturel,2250.0
1971-01-01,Miel naturel,2660.0
1972-01-01,Miel naturel,7000.0
1973-01-01,Miel naturel,3550.0
1974-01-01,Miel naturel,2430.0
1975-01-01,Miel naturel,1000.0
1976-01-01,Miel naturel,1170.0
1977-01-01,Miel naturel,1950.0
1978-01-01,Miel naturel,4600.0
1979-01-01,Miel naturel,4600.0
1980-01-01,Miel naturel,6300.0
1981-01-01,Miel naturel,2700.0
1982-01-01,Miel naturel,2700.0
1983-01-01,Miel naturel,2800.0
1984-01-01,Miel naturel,2800.0
1985-01-01,Miel naturel,3100.0
1986-01-01,Miel naturel,3100.0
1987-01-01,Miel naturel,3100.0
1988-01-01,Miel naturel,3140.0
1989-01-01,Miel naturel,3160.0
1990-01-01,Miel naturel,2885.0
1991-01-01,Miel naturel,2885.0
1992-01-01,Miel naturel,3000.0
1993-01-01,Miel naturel,2700.0
1994-01-01,Miel naturel,2700.0
1995-01-01,Miel naturel,2200.0
1996-01-01,Miel naturel,3500.0
1997-01-01,Miel naturel,3500.0
1998-01-01,Miel naturel,2500.0
1999-01-01,Miel naturel,2500.0
2000-01-01,Miel naturel,2500.0
2001-01-01,Miel naturel,2500.0
2002-01-01,Miel naturel,2500.0
2003-01-01,Miel naturel,2900.0
2004-01-01,Miel naturel,2400.0
2005-01-01,Miel naturel,3000.0
2006-01-01,Miel naturel,3500.0
2007-01-01,Miel naturel,3000.0
2008-01-01,Miel naturel,3500.0
2009-01-01,Miel naturel,3000.0
2010-01-01,Miel naturel,3500.0
2011-01-01,Miel naturel,3500.0
2012-01-01,Miel naturel,3500.0
2013-01-01,Miel naturel,3500.0
2014-01-01,Miel naturel,3800.0
2015-01-01,Miel naturel,3900.0
2016-01-01,Miel naturel,4800.0
2017-01-01,Miel naturel,6000.0
2018-01-01,Miel naturel,7430.0
2019-01-01,Miel naturel,7960.0
2020-01-01,Miel naturel,8000.0
2021-01-01,Miel naturel,7300.0
2022-01-01,Miel naturel,7500.0
2023-01-01,Miel naturel,8000.0
1961-01-01,Pommes,4000.0
1962-01-01,Pommes,3000.0
1963-01-01,Pommes,8000.0
1964-01-01,Pommes,17199.0
1965-01-01,Pommes,14654.0
1966-01-01,Pommes,13855.0
1967-01-01,Pommes,10000.0
1968-01-01,Pommes,14000.0
1969-01-01,Pommes,14000.0
1970-01-01,Pommes,14000.0
1971-01-01,Pommes,14000.0
1972-01-01,Pommes,18000.0
1973-01-01,Pommes,20000.0
1974-01-01,Pommes,23000.0
1975-01-01,Pommes,25000.0
1976-01-01,Pommes,30000.0
1977-01-01,Pommes,40000.0
1978-01-01,Pommes,50000.0
1979-01-01,Pommes,60000.0
1980-01-01,Pommes,70000.0
1981-01-01,Pommes,80000.0
1982-01-01,Pommes,100000.0
1983-01-01,Pommes,100000.0
1984-01-01,Pommes,100000.0
1985-01-01,Pommes,120000.0
1986-01-01,Pommes,120000.0
1987-01-01,Pommes,150000.0
1988-01-01,Pommes,236000.0
1989-01-01,Pommes,295000.0
1990-01-01,Pommes,221000.0
1991-01-01,Pommes,248800.0
1992-01-01,Pommes,278000.0
1993-01-01,Pommes,424000.0
1994-01-01,Pommes,270000.0
1995-01-01,Pommes,309800.0
1996-01-01,Pommes,343200.0
1997-01-01,Pommes,384000.0
1998-01-01,Pommes,284800.0
1999-01-01,Pommes,303100.0
2000-01-01,Pommes,300005.0
2001-01-01,Pommes,227800.0
2002-01-01,Pommes,372500.0
2003-01-01,Pommes,275200.0
2004-01-01,Pommes,396400.0
2005-01-01,Pommes,308500.0
2006-01-01,Pommes,374000.0
2007-01-01,Pommes,426816.0
2008-01-01,Pommes,404310.0
2009-01-01,Pommes,422572.0
2010-01-01,Pommes,444861.0
2011-01-01,Pommes,512407.0
2012-01-01,Pommes,485642.0
2013-01-01,Pommes,583230.43
2014-01-01,Pommes,536198.82
2015-01-01,Pommes,674153.31
2016-01-01,Pommes,406379.08
2017-01-01,Pommes,820547.11
2018-01-01,Pommes,696949.51
2019-01-01,Pommes,809761.81
2020-01-01,Pommes,778866.45
2021-01-01,Pommes,889736.0
2022-01-01,Pommes,922820.04
2023-01-01,Pommes,860348.52
1961-01-01,Tabacs bruts ou non fabriqués,1800.0
1962-01-01,Tabacs bruts ou non fabriqués,2110.0
1963-01-01,Tabacs bruts ou non fabriqués,841.0
1964-01-01,Tabacs bruts ou non fabriqués,2252.0
1965-01-01,Tabacs bruts ou non fabriqués,2316.0
1966-01-01,Tabacs bruts ou non fabriqués,1697.0
1967-01-01,Tabacs bruts ou non fabriqués,1797.0
1968-01-01,Tabacs bruts ou non fabriqués,1498.0
1969-01-01,Tabacs bruts ou non fabriqués,1333.0
1970-01-01,Tabacs bruts ou non fabriqués,3607.0
1971-01-01,Tabacs bruts ou non fabriqués,3100.0
1972-01-01,Tabacs bruts ou non fabriqués,3300.0
1973-01-01,Tabacs bruts ou non fabriqués,3515.0
1974-01-01,Tabacs bruts ou non fabriqués,4280.0
1975-01-01,Tabacs bruts ou non fabriqués,5330.0
1976-01-01,Tabacs bruts ou non fabriqués,5617.0
1977-01-01,Tabacs bruts ou non fabriqués,4840.0
1978-01-01,Tabacs bruts ou non fabriqués,5577.0
1979-01-01,Tabacs bruts ou non fabriqués,7117.0
1980-01-01,Tabacs bruts ou non fabriqués,7670.0
1981-01-01,Tabacs bruts ou non fabriqués,6350.0
1982-01-01,Tabacs bruts ou non fabriqués,9600.0
1983-01-01,Tabacs bruts ou non fabriqués,9500.0
1984-01-01,Tabacs bruts ou non fabriqués,9400.0
1985-01-01,Tabacs bruts ou non fabriqués,9300.0
1986-01-01,Tabacs bruts ou non fabriqués,4000.0
1987-01-01,Tabacs bruts ou non fabriqués,5000.0
1988-01-01,Tabacs bruts ou non fabriqués,6000.0
1989-01-01,Tabacs bruts ou non fabriqués,6551.0
1990-01-01,Tabacs bruts ou non fabriqués,7288.0
1991-01-01,Tabacs bruts ou non fabriqués,7000.0
1992-01-01,Tabacs bruts ou non fabriqués,3746.0
1993-01-01,Tabacs bruts ou non fabriqués,4238.0
1994-01-01,Tabacs bruts ou non fabriqués,3546.0
1995-01-01,Tabacs bruts ou non fabriqués,3962.0
1996-01-01,Tabacs bruts ou non fabriqués,6080.0
1997-01-01,Tabacs bruts ou non fabriqués,9105.0
1998-01-01,Tabacs bruts ou non fabriqués,11070.0
1999-01-01,Tabacs bruts ou non fabriqués,3500.0
2000-01-01,Tabacs bruts ou non fabriqués,5333.0
2001-01-01,Tabacs bruts ou non fabriqués,6475.0
2002-01-01,Tabacs bruts ou non fabriqués,6500.0
2003-01-01,Tabacs bruts ou non fabriqués,4035.0
2004-01-01,Tabacs bruts ou non fabriqués,2467.0
2005-01-01,Tabacs bruts ou non fabriqués,1888.0
2006-01-01,Tabacs bruts ou non fabriqués,2000.0
2007-01-01,Tabacs bruts ou non fabriqués,1890.0
2008-01-01,Tabacs bruts ou non fabriqués,1890.0
2009-01-01,Tabacs bruts ou non fabriqués,2000.0
2010-01-01,Tabacs bruts ou non fabriqués,2062.74
2011-01-01,Tabacs bruts ou non fabriqués,1714.07
2012-01-01,Tabacs bruts ou non fabriqués,1459.88
2013-01-01,Tabacs bruts ou non fabriqués,1363.25
2014-01-01,Tabacs bruts ou non fabriqués,1349.28
2015-01-01,Tabacs bruts ou non fabriqués,1235.69
2016-01-01,Tabacs bruts ou non fabriqués,1316.07
2017-01-01,Tabacs bruts ou non fabriqués,1300.35
2018-01-01,Tabacs bruts ou non fabriqués,1236.14
2019-01-01,Tabacs bruts ou non fabriqués,1284.19
2020-01-01,Tabacs bruts ou non fabriqués,1273.56
2021-01-01,Tabacs bruts ou non fabriqués,1264.63
2022-01-01,Tabacs bruts ou non fabriqués,1274.12
2023-01-01,Tabacs bruts ou non fabriqués,1270.77
1961-01-01,Vin,223200.0
1962-01-01,Vin,189600.0
1963-01-01,Vin,257900.0
1964-01-01,Vin,245862.0
1965-01-01,Vin,344878.0
1966-01-01,Vin,211000.0
1967-01-01,Vin,136880.0
1968-01-01,Vin,175000.0
1969-01-01,Vin,70000.0
1970-01-01,Vin,125260.0
1971-01-01,Vin,115000.0
1972-01-01,Vin,114618.0
1973-01-01,Vin,126000.0
1974-01-01,Vin,127000.0
1975-01-01,Vin,100000.0
1976-01-01,Vin,77000.0
1977-01-01,Vin,81000.0
1978-01-01,Vin,55000.0
1979-01-01,Vin,110000.0
1980-01-01,Vin,91000.0
1981-01-01,Vin,84000.0
1982-01-01,Vin,35000.0
1983-01-01,Vin,42000.0
1984-01-01,Vin,35000.0
1985-01-01,Vin,37000.0
1986-01-01,Vin,45400.0
1987-01-01,Vin,45400.0
1988-01-01,Vin,35400.0
1989-01-01,Vin,50210.0
1990-01-01,Vin,30070.0
1991-01-01,Vin,38950.0
1992-01-01,Vin,43480.0
1993-01-01,Vin,33200.0
1994-01-01,Vin,27860.0
1995-01-01,Vin,17250.0
1996-01-01,Vin,28450.0
1997-01-01,Vin,37610.0
1998-01-01,Vin,29740.0
1999-01-01,Vin,49337.0
2000-01-01,Vin,29900.0
2001-01-01,Vin,27627.0
2002-01-01,Vin,33066.0
2003-01-01,Vin,34293.0
2004-01-01,Vin,35000.0
2005-01-01,Vin,37560.0
2006-01-01,Vin,36159.0
2007-01-01,Vin,37000.0
2008-01-01,Vin,35000.0
2009-01-01,Vin,29498.0
2010-01-01,Vin,33695.41
2011-01-01,Vin,34000.0
2012-01-01,Vin,34500.0
2013-01-01,Vin,37000.0
2014-01-01,Vin,32707.87
2015-01-01,Vin,38619.36
2016-01-01,Vin,32530.42
2017-01-01,Vin,34411.05
2018-01-01,Vin,40808.03
2019-01-01,Vin,47376.9
2020-01-01,Vin,40919.89
2021-01-01,Vin,43083.1
2022-01-01,Vin,32612.64
